,pl_name,pl_radj,pl_bmassj,pl_dens,pl_orbincl,pl_orbper,pl_orbsmax,pl_orbeccen,pl_bmassprov,pl_bmassjlim,pl_radjerr1,pl_radjerr2,pl_bmassjerr1,pl_bmassjerr2,pl_orbinclerr1,pl_orbinclerr2,pl_orbpererr1,pl_orbpererr2,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_discmethod,pl_locale,pl_facility,pl_imppar,pl_rvamp,pl_disc,pl_ttvflag,pl_impparerr1,pl_impparerr2,pl_hostname,st_rad,st_mass,st_spstr,st_teff,st_metratio,st_raderr1,st_raderr2,st_masserr1,st_masserr2,pl_def_refname
625,HD 102956 b,,0.96,,,6.4947,0.0807,0.037,Msini,0.0,,,0.023,-0.023,,,0.00019,-0.00019,0.0073,-0.0073,Radial Velocity,Ground,W. M. Keck Observatory,,74.6,2010,0,,,HD 102956,4.55,1.66,G5,4985.0,,,,,,Luhn et al. 2019
626,HD 103197 b,,0.09,,,47.84,0.25,0.0,Msini,0.0,,,0.02,-0.02,,,0.03,-0.03,0.0,0.0,Radial Velocity,Ground,La Silla Observatory,,5.9,2009,0,,,HD 103197,0.88,0.8,K1 V(P),5250.0,[Fe/H],0.03,-0.03,0.28,-0.28,Stassun et al. 2017
627,HD 103720 b,,0.62,,,4.5557,0.0498,0.086,Msini,0.0,,,0.025,-0.025,,,0.0001,-0.0001,0.0008,-0.0008,Radial Velocity,Ground,La Silla Observatory,,89.0,2014,0,,,HD 103720,0.73,0.79,K3 V,5017.0,[Fe/H],0.02,-0.02,0.04,-0.04,Moutou et al. 2015
628,HD 103774 b,,0.367,,,5.8881,0.07,0.09,Msini,0.0,,,0.022,-0.022,,,0.0005,-0.0005,0.001,-0.001,Radial Velocity,Ground,La Silla Observatory,,34.3,2013,0,,,HD 103774,,1.33,F5 V,6489.0,[Fe/H],,,0.03,-0.03,Lo Curto et al. 2013
629,HD 104067 b,,0.16,,,55.806,0.26,0.0,Msini,0.0,,,0.02,-0.02,,,0.049,-0.049,0.0,0.0,Radial Velocity,Ground,La Silla Observatory,,11.6,2009,0,,,HD 104067,0.74,0.62,K2 V,4937.0,[Fe/H],0.02,-0.02,0.13,-0.13,Stassun et al. 2017
630,HD 104985 b,,8.3,,,199.505,0.95,0.09,Msini,0.0,,,,,,,0.085,-0.085,,,Radial Velocity,Ground,Okayama Astrophysical Observatory,,166.8,2003,0,,,HD 104985,11.0,2.3,G9 III,4877.0,[Fe/H],,,,,Sato et al. 2008
631,HD 106252 b,,6.93,,,1531.0,2.61,0.48,Msini,0.0,,,0.27,-0.27,,,4.7,-4.7,0.04,-0.04,Radial Velocity,Ground,Lick Observatory,,138.8,2002,0,,,HD 106252,1.1,1.01,G0,5874.0,[Fe/H],0.02,-0.02,0.05,-0.05,Stassun et al. 2017
632,HD 106270 b,,10.13,,,1888.0,3.34,0.185,Msini,0.0,,,0.27,-0.27,,,16.0,-16.0,0.2,-0.2,Radial Velocity,Ground,W. M. Keck Observatory,,135.4,2011,0,,,HD 106270,2.66,1.39,G5 IV,5509.0,,,,,,Luhn et al. 2019
651,GJ 163 b,,0.03335,,,8.63182,0.0607,0.073,Msini,0.0,,,0.0018899999999999998,-0.0018899999999999998,,,0.00155,-0.00155,1e-05,-1e-05,Radial Velocity,Ground,La Silla Observatory,,6.13,2013,0,,,GJ 163,,0.4,M3.5 V,3500.0,[Fe/H],,,0.02,-0.02,Bonfils et al. 2013
652,GJ 163 c,,0.0214,,,25.63058,0.1254,0.099,Msini,0.0,,,0.00283,-0.00283,,,0.0255,-0.0255,0.0001,-0.0001,Radial Velocity,Ground,La Silla Observatory,,2.75,2013,0,,,GJ 163,,0.4,M3.5 V,3500.0,[Fe/H],,,0.02,-0.02,Bonfils et al. 2013
653,GJ 163 d,,0.0925,,,603.95116,1.0304,0.373,Msini,0.0,,,0.00912,-0.00912,,,7.55862,-7.55862,0.0086,-0.0086,Radial Velocity,Ground,La Silla Observatory,,4.42,2013,0,,,GJ 163,,0.4,M3.5 V,3500.0,[Fe/H],,,0.02,-0.02,Bonfils et al. 2013
654,GJ 179 b,,0.82,,,2288.0,2.41,0.21,Msini,0.0,,,0.07,-0.07,,,59.0,-59.0,0.04,-0.04,Radial Velocity,Ground,W. M. Keck Observatory,,25.8,2009,0,,,GJ 179,0.38,0.36,M3.5 V,3370.0,[Fe/H],0.02,-0.02,0.03,-0.03,Howard et al. 2010
655,GJ 317 b,,1.75282,,,695.66,1.151,0.07,Msini,0.0,,,0.05757999999999999,-0.05757999999999999,,,0.355,-0.355,0.018,-0.018,Radial Velocity,Ground,W. M. Keck Observatory,,71.81,2007,0,,,GJ 317,,0.42,M2.5 V,,,,,0.02,-0.02,Feng et al. 2020
656,GJ 328 b,,2.3,,,4100.0,4.5,0.37,Msini,0.0,,,0.13,-0.13,,,300.0,-300.0,0.2,-0.2,Radial Velocity,Ground,McDonald Observatory,,40.0,2013,0,,,GJ 328,,0.69,M1,3900.0,[M/H],,,0.05,-0.05,Robertson et al. 2013
657,GJ 433 b,,0.01901,,,7.3705,0.062,0.04,Msini,0.0,,,0.0018800000000000002,-0.0018800000000000002,,,0.0005,-0.0005,0.002,-0.002,Radial Velocity,Ground,La Silla Observatory,,2.86,2011,0,,,GJ 433,,0.48,M1.5 V,,,,,,,Feng et al. 2020
658,GJ 436 b,0.37200000000000005,0.07,1.8,86.44,2.64388312,0.0291,0.13827,Mass,0.0,0.015,-0.015,0.007,-0.007,0.17,-0.16,5.7e-07,-5.7e-07,0.0015,-0.0015,Radial Velocity,Ground,W. M. Keck Observatory,0.736,17.09,2004,0,0.042,-0.041,GJ 436,0.46,0.47,M2.5 V,,,0.02,-0.02,0.07,-0.07,Maciejewski et al. 2014
660,GJ 581 b,,0.0497,,,5.3686,0.04061,0.0,Msini,0.0,,,0.0009,-0.0009,,,0.0001,-0.0001,2.9999999999999997e-05,-2.9999999999999997e-05,Radial Velocity,Ground,La Silla Observatory,,12.6,2005,0,,,GJ 581,0.29,0.31,M3 V,,[Fe/H],,,0.02,-0.02,Robertson et al. 2014
661,GJ 581 c,,0.0173,,,12.914,0.0721,0.0,Msini,0.0,,,0.0009,-0.0009,,,0.002,-0.002,0.0003,-0.0003,Radial Velocity,Ground,La Silla Observatory,,3.3,2007,0,,,GJ 581,0.29,0.31,M3 V,,[Fe/H],,,0.02,-0.02,Robertson et al. 2014
662,GJ 581 e,,0.0053,,,3.149,0.02815,0.0,Msini,0.0,,,0.0006,-0.0006,,,0.0002,-0.0002,5.9999999999999995e-05,-5.9999999999999995e-05,Radial Velocity,Ground,La Silla Observatory,,1.7,2009,0,,,GJ 581,0.29,0.31,M3 V,,[Fe/H],,,0.02,-0.02,Robertson et al. 2014
663,GJ 649 b,,0.328,,,598.3,1.135,0.3,Msini,0.0,,,0.032,-0.032,,,4.2,-4.2,0.035,-0.035,Radial Velocity,Ground,W. M. Keck Observatory,,12.4,2009,0,,,GJ 649,,0.54,M0.5,3700.0,[Fe/H],,,0.05,-0.05,Johnson et al. 2010
664,GJ 667 C b,,0.018,,,7.2004,0.0505,0.13,Msini,0.0,,,0.004,-0.004,,,0.0017,-0.0017,0.0044,-0.0053,Radial Velocity,Ground,La Silla Observatory,,3.93,2011,0,,,GJ 667 C,,0.33,M1.5 V,3350.0,[Fe/H],,,0.02,-0.02,Anglada-Escude et al. 2013
665,GJ 667 C c,,0.012,,,28.14,0.125,0.02,Msini,0.0,,,0.005,-0.004,,,0.053,-0.065,0.012,-0.013,Radial Velocity,Ground,La Silla Observatory,,1.71,2011,0,,,GJ 667 C,,0.33,M1.5 V,3350.0,[Fe/H],,,0.02,-0.02,Anglada-Escude et al. 2013
666,GJ 667 C e,,0.008,,,62.24,0.213,0.02,Msini,0.0,,,0.005,-0.004,,,0.55,-0.55,0.019,-0.022,Radial Velocity,Ground,La Silla Observatory,,0.92,2013,0,,,GJ 667 C,,0.33,M1.5 V,3350.0,[Fe/H],,,0.02,-0.02,Anglada-Escude et al. 2013
667,GJ 667 C f,,0.008,,,39.026,0.156,0.03,Msini,0.0,,,0.004,-0.004,,,0.194,-0.211,0.014,-0.017,Radial Velocity,Ground,La Silla Observatory,,1.08,2013,0,,,GJ 667 C,,0.33,M1.5 V,3350.0,[Fe/H],,,0.02,-0.02,Anglada-Escude et al. 2013
668,GJ 667 C g,,0.014,,,256.2,0.549,0.08,Msini,0.0,,,0.008,-0.007,,,13.8,-7.9,0.052,-0.058,Radial Velocity,Ground,La Silla Observatory,,0.95,2013,0,,,GJ 667 C,,0.33,M1.5 V,3350.0,[Fe/H],,,0.02,-0.02,Anglada-Escude et al. 2013
687,HD 106515 A b,,9.61,,,3630.0,4.59,0.572,Msini,0.0,,,0.14,-0.14,,,12.0,-12.0,0.01,-0.01,Radial Velocity,Ground,La Silla Observatory,,158.2,2012,0,,,HD 106515 A,1.62,0.97,G5,5362.0,[Fe/H],0.05,-0.05,0.01,-0.01,Marmier et al. 2013
689,HD 107148 b,,0.21,,,48.056,0.269,0.05,Msini,0.0,,,0.036,-0.036,,,0.057,-0.057,0.016,-0.016,Radial Velocity,Ground,W. M. Keck Observatory,,10.9,2005,0,,,HD 107148,,1.12,G5 V,5797.0,[Fe/H],,,,,Butler et al. 2006
690,HD 108147 b,,0.261,,,10.8985,0.102,0.53,Msini,0.0,,,0.04,-0.04,,,0.0045,-0.0045,0.0059,-0.0059,Radial Velocity,Ground,La Silla Observatory,,25.1,2002,0,,,HD 108147,,1.27,F8/G0 V,6265.0,[Fe/H],,,0.02,-0.02,Butler et al. 2006
691,HD 108341 b,,3.5,,,1129.0,2.0,0.85,Msini,0.0,,,3.4,-1.2,,,6.0,-8.0,0.04,-0.04,Radial Velocity,Ground,La Silla Observatory,,144.0,2014,0,,,HD 108341,0.79,0.84,K2 V,5122.0,[Fe/H],0.03,-0.03,0.02,-0.02,Moutou et al. 2015
692,HD 108863 b,,2.414,,,437.7,1.32,0.032,Msini,0.0,,,0.078,-0.078,,,2.8,-2.8,0.1,-0.1,Radial Velocity,Ground,W. M. Keck Observatory,,47.4,2011,0,,,HD 108863,5.74,1.59,K0,4878.0,,,,,,Luhn et al. 2019
693,HD 108874 b,,1.42,,,394.48123,1.04,0.13,Msini,0.0,,,0.09,-0.09,,,0.6,-0.6,0.02,-0.02,Radial Velocity,Ground,W. M. Keck Observatory,,37.3,2002,0,,,HD 108874,1.05,1.1,G5,5600.0,[Fe/H],0.02,-0.02,0.09,-0.09,Stassun et al. 2017
694,HD 108874 c,,0.99,,,1624.0,2.659,0.239,Msini,0.0,,,0.06,-0.06,,,23.0,-23.0,0.06,-0.06,Radial Velocity,Ground,W. M. Keck Observatory,,18.2,2005,0,,,HD 108874,1.05,1.1,G5,5600.0,[Fe/H],0.02,-0.02,0.09,-0.09,Wittenmyer et al. 2009
695,HD 109246 b,,0.86,,,68.27,0.33,0.12,Msini,0.0,,,0.25,-0.25,,,0.13,-0.13,0.01,-0.01,Radial Velocity,Ground,Haute-Provence Observatory,,38.2,2010,0,,,HD 109246,1.07,1.2,G0 V,5844.0,[Fe/H],0.02,-0.02,0.53,-0.53,Stassun et al. 2017
696,HD 109271 b,,0.054,,,7.8543,0.079,0.25,Msini,0.0,,,0.004,-0.004,,,0.0009,-0.0009,0.001,-0.001,Radial Velocity,Ground,La Silla Observatory,,5.6,2013,0,,,HD 109271,,1.05,G5 V,5783.0,[Fe/H],,,0.02,-0.02,Lo Curto et al. 2013
697,HD 109271 c,,0.076,,,30.93,0.196,0.15,Msini,0.0,,,0.007,-0.007,,,0.02,-0.02,0.003,-0.003,Radial Velocity,Ground,La Silla Observatory,,4.9,2013,0,,,HD 109271,,1.05,G5 V,5783.0,[Fe/H],,,0.02,-0.02,Lo Curto et al. 2013
698,HD 109749 b,,0.27,,,5.239891,0.0615,0.0,Msini,0.0,,,0.045,-0.045,,,9.9e-05,-9.9e-05,0.004,-0.004,Radial Velocity,Ground,W. M. Keck Observatory,,29.2,2005,0,,,HD 109749,1.22,1.13,G3 V,5824.0,[Fe/H],0.09,-0.09,0.22,-0.22,Ment et al. 2018
699,HD 110014 b,,11.09,,,835.477,2.14,0.462,Msini,0.0,,,1.0,-1.0,,,6.04,-6.04,0.03,-0.03,Radial Velocity,Ground,La Silla Observatory,,158.2,2009,0,,,HD 110014,20.9,2.17,K2 III,4445.0,[Fe/H],1.1,-1.1,0.28,-0.28,de Medeiros et al. 2009
700,HD 111232 b,,7.14,,,1143.0,1.97,0.2,Msini,0.0,,,0.19,-0.19,,,14.0,-14.0,0.04,-0.04,Radial Velocity,Ground,La Silla Observatory,,159.3,2003,0,,,HD 111232,0.9,0.84,G5 V,5512.0,[Fe/H],0.01,-0.01,0.03,-0.03,Stassun et al. 2017
701,HD 113337 b,,2.83,,,324.0,0.92,0.46,Msini,0.0,,,0.24,-0.24,,,1.7,-3.3,0.09,-0.09,Radial Velocity,Ground,Haute-Provence Observatory,,75.6,2013,0,,,HD 113337,1.5,1.4,F6 V,6576.6,[Fe/H],0.15,-0.15,0.14,-0.14,Borgniet et al. 2014
702,HD 113538 b,,0.36,,,663.2,1.24,0.14,Msini,0.0,,,0.04,-0.04,,,8.4,-7.4,0.04,-0.04,Radial Velocity,Ground,La Silla Observatory,,12.2,2010,0,,,HD 113538,0.53,0.58,K9 V,4462.0,[Fe/H],0.02,-0.02,0.05,-0.05,Moutou et al. 2015
703,HD 113538 c,,0.93,,,1818.0,2.44,0.2,Msini,0.0,,,0.06,-0.06,,,25.0,-22.0,0.07,-0.07,Radial Velocity,Ground,La Silla Observatory,,22.6,2010,0,,,HD 113538,0.53,0.58,K9 V,4462.0,[Fe/H],0.02,-0.02,0.05,-0.05,Moutou et al. 2015
704,HD 114386 b,,1.14,,,937.70001,1.73,0.23,Msini,0.0,,,0.13,-0.13,,,16.0,-16.0,0.03,-0.03,Radial Velocity,Ground,La Silla Observatory,,34.3,2003,0,,,HD 114386,0.76,0.6,K3 V,4836.0,[Fe/H],0.02,-0.02,0.09,-0.09,Stassun et al. 2017
723,GJ 674 b,,0.035,,,4.6938,0.039,0.2,Msini,0.0,,,,,,,0.007,-0.007,,,Radial Velocity,Ground,La Silla Observatory,,8.7,2007,0,,,GJ 674,,0.35,M2.5,3600.0,[Fe/H],,,,,Bonfils et al. 2007
724,GJ 676 A b,,4.96,,,1056.80005,1.82,0.33,Msini,0.0,,,0.96,-0.96,,,2.8,-2.8,0.06,-0.06,Radial Velocity,Ground,La Silla Observatory,,129.3,2010,0,,,GJ 676 A,0.69,0.73,M0 V,3734.0,[Fe/H],0.07,-0.07,0.21,-0.21,Stassun et al. 2017
725,GJ 676 A d,,0.014,,,3.6005,,0.262,Msini,0.0,,,0.001,-0.001,,,0.0002,-0.0002,,,Radial Velocity,Ground,La Silla Observatory,,2.4,2012,0,,,GJ 676 A,0.69,0.73,M0 V,3734.0,[Fe/H],0.07,-0.07,0.21,-0.21,Sahlmann et al. 2016
726,GJ 676 A e,,0.025,,,35.39,,0.125,Msini,0.0,,,0.002,-0.002,,,0.03,-0.04,,,Radial Velocity,Ground,La Silla Observatory,,2.0,2012,0,,,GJ 676 A,0.69,0.73,M0 V,3734.0,[Fe/H],0.07,-0.07,0.21,-0.21,Sahlmann et al. 2016
727,GJ 687 b,,0.05412,,,38.142,0.163,0.17,Msini,0.0,,,0.00315,-0.00315,,,0.007,-0.007,0.003,-0.003,Radial Velocity,Ground,Lick Observatory,,6.14,2014,0,,,GJ 687,,0.4,M3 V,,,,,0.02,-0.02,Feng et al. 2020
728,GJ 832 b,,0.68,,,3657.0,3.56,0.08,Msini,0.0,,,0.09,-0.09,,,104.0,-104.0,0.28,-0.28,Radial Velocity,Ground,Anglo-Australian Telescope,,15.4,2008,0,,,GJ 832,,0.45,M1.5,3472.0,[Fe/H],,,0.05,-0.05,Wittenmyer et al. 2014
729,GJ 832 c,,0.017,,,35.68,0.163,0.18,Msini,0.0,,,0.003,-0.003,,,0.03,-0.03,0.006,-0.006,Radial Velocity,Ground,Multiple Observatories,,1.79,2014,0,,,GJ 832,,0.45,M1.5,3472.0,[Fe/H],,,0.05,-0.05,Wittenmyer et al. 2014
730,GJ 849 b,,1.0,,,1882.0,2.35,0.04,Msini,0.0,,,0.31,-0.31,,,250.0,-250.0,0.22,-0.22,Radial Velocity,Ground,W. M. Keck Observatory,,22.0,2006,0,,,GJ 849,0.53,0.65,M3 V,3241.0,[Fe/H],0.05,-0.05,0.24,-0.24,Stassun et al. 2017
731,GJ 876 b,,2.2756,,59.0,61.1166,0.208317,0.0324,Mass,0.0,,,0.0045,-0.0045,,,0.0086,-0.0086,2e-05,-2e-05,Radial Velocity,Ground,Multiple Observatories,,214.0,1998,0,,,GJ 876,0.3,0.32,M4,,,,,0.03,-0.03,Rivera et al. 2010
732,GJ 876 c,,0.7142,,59.0,30.0881,0.12959,0.25590999999999997,Mass,0.0,,,0.0039,-0.0039,,,0.0082,-0.0082,2.4e-05,-2.4e-05,Radial Velocity,Ground,Multiple Observatories,,88.34,2000,0,,,GJ 876,0.3,0.32,M4,,,,,0.03,-0.03,Rivera et al. 2010
733,GJ 876 d,,0.021,,59.0,1.93778,0.020807,0.207,Mass,0.0,,,0.001,-0.001,,,2e-05,-2e-05,0.0,-0.0,Radial Velocity,Ground,W. M. Keck Observatory,,6.56,2005,0,,,GJ 876,0.3,0.32,M4,,,,,0.03,-0.03,Rivera et al. 2010
734,GJ 876 e,,0.046,,59.0,124.26,0.3343,0.055,Mass,0.0,,,0.005,-0.005,,,0.7,-0.7,0.0013,-0.0013,Radial Velocity,Ground,W. M. Keck Observatory,,3.42,2010,0,,,GJ 876,0.3,0.32,M4,,,,,0.03,-0.03,Rivera et al. 2010
736,GJ 3021 b,,3.37,,,133.71,0.49,0.511,Msini,0.0,,,0.09,-0.09,,,0.2,-0.2,,,Radial Velocity,Ground,La Silla Observatory,,167.0,2000,0,,,GJ 3021,0.9,0.9,G6 V,5540.0,[Fe/H],,,,,Naef et al. 2001
737,GJ 3293 b,,0.07406,,,30.5987,0.14339000000000002,0.06,Msini,0.0,,,0.00277,-0.0028,,,0.0083,-0.0084,2.9999999999999997e-05,-2.9999999999999997e-05,Radial Velocity,Ground,La Silla Observatory,,8.603,2015,0,,,GJ 3293,0.4,0.42,M2.5,3466.0,[Fe/H],0.03,-0.03,,,Astudillo-Defru et al. 2017
738,GJ 3293 c,,0.06636,,,122.6196,0.36175,0.11,Msini,0.0,,,0.0039,-0.00396,,,0.2429,-0.2371,0.00047999999999999996,-0.00047000000000000004,Radial Velocity,Ground,La Silla Observatory,,4.891,2015,0,,,GJ 3293,0.4,0.42,M2.5,3466.0,[Fe/H],0.03,-0.03,,,Astudillo-Defru et al. 2017
739,GJ 3341 b,,0.0208,,,14.207,0.089,0.31,Msini,0.0,,,0.0003,-0.0003,,,0.007,-0.007,,,Radial Velocity,Ground,La Silla Observatory,,3.04,2015,0,,,GJ 3341,0.44,0.47,M2.5,3526.0,[Fe/H],0.03,-0.03,,,Astudillo-Defru et al. 2015
740,GJ 3470 b,0.408,0.04373,0.8,89.13,3.3366496,0.0355,,Mass,0.0,0.016,-0.016,0.00472,-0.00472,0.26,-0.34,3.9e-06,-3.3e-06,0.0019,-0.0019,Radial Velocity,Ground,La Silla Observatory,,13.4,2012,0,,,GJ 3470,0.55,0.54,M1.5,3600.0,[Fe/H],0.02,-0.02,0.05,-0.04,Awiphan et al. 2016
759,HD 114613 b,,0.357,,,4000.0,5.34,0.458,Msini,0.0,,,0.032,-0.032,,,120.0,-120.0,0.26,-0.26,Radial Velocity,Ground,Anglo-Australian Telescope,,4.38,2014,0,,,HD 114613,2.14,1.27,G4 IV,5641.0,,,,,,Luhn et al. 2019
760,HD 114762 b,,10.69,,,83.9151,0.36,0.34,Msini,0.0,,,0.56,-0.56,,,0.003,-0.003,0.01,-0.01,Radial Velocity,Ground,Oak Ridge Observatory,,612.5,1989,0,,,HD 114762,1.2,0.8,F8,5869.0,[Fe/H],0.02,-0.02,0.06,-0.06,Stassun et al. 2017
761,HD 114783 b,,1.1,,,493.7,1.16,0.144,Msini,0.0,,,0.06,-0.06,,,1.8,-1.8,0.019,-0.019,Radial Velocity,Ground,W. M. Keck Observatory,,31.9,2001,0,,,HD 114783,,0.85,K0,5135.0,[Fe/H],,,0.03,-0.03,Wittenmyer et al. 2009
762,HD 114729 b,,0.825,,,1121.79,2.067,0.079,Msini,0.0,,,0.007,-0.007,,,3.53,-3.43,0.01,-0.01,Radial Velocity,Ground,W. M. Keck Observatory,,16.91,2002,0,,,HD 114729,1.47,0.94,G0 V,5844.0,[Fe/H],0.04,-0.04,0.01,-0.01,Barbato et al. 2018
763,HD 116029 b,,1.4,,,670.0,1.65,0.0,Msini,0.0,,,0.29,-0.29,,,11.0,-11.0,0.05,-0.05,Radial Velocity,Ground,W. M. Keck Observatory,,36.6,2011,0,,,HD 116029,4.89,0.83,K0,4819.0,[Fe/H],0.21,-0.21,0.24,-0.24,Stassun et al. 2017
764,HD 117207 b,,1.926,,,2621.75,3.787,0.157,Msini,0.0,,,0.034,-0.034,,,8.37,-8.53,0.034,-0.035,Radial Velocity,Ground,W. M. Keck Observatory,,27.78,2004,0,,,HD 117207,1.07,1.05,G8 IV/V,5732.0,[Fe/H],0.04,-0.04,0.03,-0.03,Barbato et al. 2018
765,HD 117618 b,,0.174,,,25.8,0.18,0.15,Msini,0.0,,,0.014,-0.014,,,0.004,-0.004,0.005,-0.005,Radial Velocity,Ground,Anglo-Australian Telescope,,10.9,2004,0,,,HD 117618,,1.08,G2 V,5990.0,,,,,,Wittenmyer et al. 2019
766,HD 118203 b,,2.79,,,6.1335,0.07,0.31,Msini,0.0,,,0.25,-0.25,,,0.0006,-0.0006,0.0,0.0,Radial Velocity,Ground,Haute-Provence Observatory,,217.0,2005,0,,,HD 118203,2.06,1.84,K0,5864.0,[Fe/H],0.06,-0.06,0.24,-0.24,Stassun et al. 2017
767,HD 120084 b,,4.5,,,2082.0,4.3,0.66,Msini,0.0,,,,,,,24.0,-35.0,,,Radial Velocity,Ground,Okayama Astrophysical Observatory,,53.0,2013,0,,,HD 120084,9.12,2.39,G7 III,4892.0,[Fe/H],0.65,-0.61,0.06,-0.3,Sato et al. 2013
768,HD 121504 b,,1.51,,,63.33,0.33,0.03,Msini,0.0,,,0.13,-0.13,,,0.03,-0.03,0.01,-0.01,Radial Velocity,Ground,La Silla Observatory,,55.8,2003,0,,,HD 121504,1.07,1.62,G2 V,6027.0,[Fe/H],0.02,-0.02,0.21,-0.21,Stassun et al. 2017
769,HD 125612 b,,3.1,,,557.04,1.372,0.4553,Msini,0.0,,,0.4,-0.4,,,0.35,-0.35,0.083,-0.083,Radial Velocity,Ground,W. M. Keck Observatory,,80.46,2007,0,,,HD 125612,1.05,1.11,G3 V,5841.0,[Fe/H],0.07,-0.07,0.2,-0.2,Ment et al. 2018
770,HD 125612 c,,0.055,,,4.15514,0.0524,0.049,Msini,0.0,,,0.01,-0.01,,,0.00026,-0.00026,0.0031,-0.0031,Radial Velocity,Ground,La Silla Observatory,,6.46,2009,0,,,HD 125612,1.05,1.11,G3 V,5841.0,[Fe/H],0.07,-0.07,0.2,-0.2,Ment et al. 2018
771,HD 125612 d,,7.28,,,2835.0,4.06,0.1172,Msini,0.0,,,0.93,-0.93,,,7.9,-7.9,0.25,-0.25,Radial Velocity,Ground,La Silla Observatory,,98.37,2009,0,,,HD 125612,1.05,1.11,G3 V,5841.0,[Fe/H],0.07,-0.07,0.2,-0.2,Ment et al. 2018
772,HD 125595 b,,0.02,,,9.6737,0.08,0.0,Msini,0.0,,,0.01,-0.01,,,0.0039,-0.0039,0.0,0.0,Radial Velocity,Ground,La Silla Observatory,,4.8,2009,0,,,HD 125595,0.74,0.29,K4 V,4691.0,[Fe/H],0.05,-0.05,0.25,-0.25,Stassun et al. 2017
773,HD 126614 b,,0.41,,,1244.0,2.37,0.41,Msini,0.0,,,0.06,-0.06,,,17.0,-17.0,0.04,-0.04,Radial Velocity,Ground,W. M. Keck Observatory,,7.3,2009,0,,,HD 126614,1.32,1.26,G8 IV,5568.0,[Fe/H],0.05,-0.05,0.2,-0.2,Stassun et al. 2017
774,HD 128311 b,,1.769,,30.0,453.019,1.084,0.303,Msini,0.0,,,0.023,-0.023,,,0.404,-0.404,0.006,-0.006,Radial Velocity,Ground,W. M. Keck Observatory,,55.626999999999995,2002,0,,,HD 128311,0.76,0.83,K0 V,,,0.02,-0.02,0.01,-0.01,McArthur et al. 2014
775,HD 128311 c,,3.789,,55.95,921.538,1.74,0.159,Mass,0.0,,,0.924,-0.432,14.552999999999999,-14.552999999999999,1.15,-1.15,0.01,-0.01,Radial Velocity,Ground,W. M. Keck Observatory,,74.79899999999999,2005,0,,,HD 128311,0.76,0.83,K0 V,,,0.02,-0.02,0.01,-0.01,McArthur et al. 2014
776,HD 129445 b,,1.6,,,1840.0,2.9,0.7,Msini,0.0,,,0.6,-0.6,,,55.0,-55.0,0.2,-0.2,Radial Velocity,Ground,Las Campanas Observatory,,38.0,2009,0,,,HD 129445,,0.99,G6 V,,[Fe/H],,,,,Arriagada et al. 2010
795,GJ 3634 b,,0.026,,59.0,2.64561,0.0287,0.08,Mass,0.0,,,0.013,-0.005,18.0,-24.0,0.00066,-0.00066,0.001,-0.0011,Radial Velocity,Ground,La Silla Observatory,,5.59,2010,0,,,GJ 3634,0.43,0.45,M2.5,,,0.03,-0.03,0.05,-0.05,Bonfils et al. 2011
807,HAT-P-13 c,,14.28,,,446.27,,0.6616,Msini,0.0,,,0.28,-0.28,,,0.22,-0.22,,,Radial Velocity,Ground,W. M. Keck Observatory,,440.0,2009,0,,,HAT-P-13,1.56,1.22,G4,5653.0,[Fe/H],0.08,-0.08,0.05,-0.1,Winn et al. 2010
812,HAT-P-17 c,,3.4,,,5584.0,5.6,0.39,Msini,0.0,,,1.1,-0.7,,,7700.0,-2100.0,3.5,-1.4,Radial Velocity,Ground,W. M. Keck Observatory,,48.8,2010,0,,,HAT-P-17,0.87,0.99,K,5246.0,[Fe/H],0.04,-0.04,0.15,-0.15,Fulton et al. 2013
831,HD 130322 b,,1.15,,,10.70871,0.0925,0.029,Msini,0.0,,,,,,,0.00018,-0.00018,,,Radial Velocity,Ground,La Silla Observatory,,112.5,1999,0,,,HD 130322,0.85,0.92,K0 V,5387.0,,0.04,-0.04,0.03,-0.03,Hinkel et al. 2015
832,HD 131496 b,,1.8,,,896.0,2.01,0.181,Msini,0.0,,,0.1,-0.1,,,16.0,-16.0,0.12,-0.12,Radial Velocity,Ground,W. M. Keck Observatory,,31.6,2011,0,,,HD 131496,4.44,1.34,K0,4846.0,,,,,,Luhn et al. 2019
833,HD 132406 b,,5.38,,,974.0,1.98,0.34,Msini,0.0,,,1.31,-1.31,,,39.0,-39.0,0.06,-0.06,Radial Velocity,Ground,Haute-Provence Observatory,,115.0,2007,0,,,HD 132406,1.34,1.03,G0,5783.0,[Fe/H],0.04,-0.04,0.15,-0.15,Stassun et al. 2017
834,HD 132563 b,,1.49,,,1544.0,2.62,0.22,Msini,0.0,,,0.09,-0.09,,,34.0,-34.0,0.04,-0.04,Radial Velocity,Ground,Roque de los Muchachos Observatory,,26.7,2011,0,,,HD 132563,1.09,1.08,F8,6073.0,[Fe/H],0.08,-0.08,0.03,-0.03,Desidera et al. 2011
835,HD 131664 b,,19.12,,,1951.0,3.17,0.64,Msini,0.0,,,1.7,-1.7,,,41.0,-41.0,0.07,-0.07,Radial Velocity,Ground,La Silla Observatory,,359.5,2008,0,,,HD 131664,1.08,1.19,G3 V,5892.0,[Fe/H],0.02,-0.02,0.11,-0.11,Stassun et al. 2017
