,pl_name,pl_discmethod,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjref,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjref,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbinclref,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenref,pl_imppar,pl_impparerr1,pl_impparerr2,pl_impparref,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperref,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxref,st_rad,st_raderr1,st_raderr2,st_radref,st_mass,st_masserr1,st_masserr2,st_massref,st_metratio,st_teff,pl_facility,pl_locale,pl_bmassjlim,st_spstr,pl_ttvflag,er,em,ep,ea,ers,ems,mmax,mmin,orbsmax,Pet,reli
0,Kepler-37 b,Transit,0.032,0.001,-0.001,Van Eylen & Albrecht 2015,0.01,0.01,-0.01,Stassun et al. 2017,88.63,0.41,-0.41,Stassun et al. 2017,,,,,0.48,0.13,-0.13, Marcy et al. 2014 ,13.36702031,5.984e-05,-5.984e-05,Gajdo&scaron; et al. 2019,0.1003,0.0008,-0.0011, Barclay et al. 2013 ,0.77,0.03,-0.03, Barclay et al. 2013 ,0.8029999999999999,0.068,-0.068, Barclay et al. 2013 ,[Fe/H],5417.0,Kepler,Space,0.0,,0,0.03125,1.0,4.476689539794677e-06,0.0094715852442672,0.03896103896103896,0.08468244084682441,0.02,0.0,0.1003,12.552963795980558,0.0
1,Kepler-444 b,Transit,0.036000000000000004,0.001,-0.001,Campante et al. 2015,,,,Campante et al. 2015,88.0,1.2,-0.6,Campante et al. 2015,,,,,0.4,0.17,-0.25,Campante et al. 2015,3.60011885,3.65e-06,-3.65e-06,Holczer et al. 2016,0.04178,0.00079,-0.00079,Campante et al. 2015,0.75,0.01,-0.01,Campante et al. 2015,0.758,0.043,-0.043,Campante et al. 2015,[Fe/H],5046.0,Kepler,Space,,K,0,0.027777777777777776,,1.0138554175787836e-06,0.018908568693154618,0.013333333333333334,0.05672823218997361,,,0.04178,5.368379888268156,0.0
2,Kepler-102 b,Transit,0.042,0.002,-0.002, Marcy et al. 2014 ,0.01353,,, Marcy et al. 2014 ,,,,Marcy et al. 2014,,,,,0.06,0.06,-0.06, Marcy et al. 2014 ,5.28696522,1.219e-05,-1.219e-05,Gajdo&scaron; et al. 2019,,,,Marcy et al. 2014,0.74,0.01,-0.01,Morton et al. 2016,0.8,0.025,-0.027999999999999997,Morton et al. 2016,[Fe/H],4909.0,Kepler,Space,1.0,,0,0.047619047619047616,,2.3056705487463e-06,,0.013513513513513514,0.033125,,,0.05513601153926803,7.180252144438877,0.0
3,Kepler-444 c,Transit,0.044,0.002,-0.002,Campante et al. 2015,,,,Campante et al. 2015,88.2,1.2,-1.0,Campante et al. 2015,,,,,0.42,0.22,-0.27,Campante et al. 2015,4.54586974,2e-06,-2e-06,Holczer et al. 2016,0.04881,0.00093,-0.00093,Campante et al. 2015,0.75,0.01,-0.01,Campante et al. 2015,0.758,0.043,-0.043,Campante et al. 2015,[Fe/H],5046.0,Kepler,Space,,K,0,0.04545454545454545,,4.3995981283880776e-07,0.019053472649047328,0.013333333333333334,0.05672823218997361,,,0.04881,6.271675977653631,0.0
4,Kepler-1308 b,Transit,0.046,0.005,-0.004,Morton et al. 2016,,,,Morton et al. 2016,,,,Morton et al. 2016,,,,,,,,Morton et al. 2016,2.10433812,4.24e-06,-4.24e-06,Morton et al. 2016,,,,Morton et al. 2016,0.48,0.01,-0.01,Berger et al. 2018,0.35,0.038,-0.037000000000000005,Morton et al. 2016,[Fe/H],3468.0,Kepler,Space,,,0,0.09782608695652176,,2.01488532650827e-06,,0.02083333333333334,0.10714285714285716,,,0.022648220180350422,4.547041411906946,0.0
5,Kepler-444 d,Transit,0.047,0.002,-0.002,Campante et al. 2015,0.00063,0.00157,-0.00031,Hadden &amp; Lithwick 2017,88.16,0.81,-0.55,Campante et al. 2015,,,,,0.53,0.13,-0.23,Campante et al. 2015,6.18937218,2.55e-06,-2.55e-06,Holczer et al. 2016,0.06,0.0011,-0.0011,Campante et al. 2015,0.75,0.01,-0.01,Campante et al. 2015,0.758,0.043,-0.043,Campante et al. 2015,[Fe/H],5046.0,Kepler,Space,0.0,K,0,0.0425531914893617,1.492063492063492,4.1199655245162523e-07,0.01833333333333333,0.013333333333333334,0.05672823218997361,0.0022,0.00032,0.06,7.709497206703911,0.0
6,Kepler-62 c,Transit,0.048,0.003,-0.003, Borucki et al. 2013 ,0.013000000000000001,,, Borucki et al. 2013 ,89.7,0.2,-0.2, Borucki et al. 2013 ,,,,,0.16,0.09,-0.09, Borucki et al. 2013 ,12.4417,0.0001,-0.0001, Borucki et al. 2013 ,0.0929,0.0009,-0.0009, Borucki et al. 2013 ,0.64,0.02,-0.02, Borucki et al. 2013 ,0.69,0.02,-0.02, Borucki et al. 2013 ,[Fe/H],4925.0,Kepler,Space,1.0,K2 V,0,0.0625,,8.037486838615304e-06,0.00968783638320775,0.03125,0.028985507246376812,,,0.0929,13.988521298882679,0.0
7,Kepler-444 e,Transit,0.049,0.002,-0.001,Campante et al. 2015,0.00031,0.00063,-0.00031,Hadden &amp; Lithwick 2017,89.13,0.54,-0.52,Campante et al. 2015,,,,,0.29,0.16,-0.17,Campante et al. 2015,7.74350338,2.95e-06,-2.95e-06,Holczer et al. 2016,0.0696,0.0013,-0.0013,Campante et al. 2015,0.75,0.01,-0.01,Campante et al. 2015,0.758,0.043,-0.043,Campante et al. 2015,[Fe/H],5046.0,Kepler,Space,0.0,K,0,0.030612244897959183,1.5161290322580647,3.80964513765086e-07,0.01867816091954023,0.013333333333333334,0.05672823218997361,0.00094,0.0,0.0696,8.943016759776535,0.0
8,Kepler-102 c,Transit,0.052000000000000005,0.002,-0.002, Marcy et al. 2014 ,0.00944,,, Marcy et al. 2014 ,,,,Marcy et al. 2014,,,,,0.06,0.05,-0.05, Marcy et al. 2014 ,7.07145665,6.03e-06,-6.03e-06,Holczer et al. 2016,,,,Marcy et al. 2014,0.74,0.01,-0.01,Morton et al. 2016,0.8,0.025,-0.027999999999999997,Morton et al. 2016,[Fe/H],4909.0,Kepler,Space,1.0,,0,0.038461538461538464,,8.52723886810506e-07,,0.013513513513513514,0.033125,,,0.06693248766330824,8.716483558750317,0.0
9,K2-89 b,Transit,0.055,0.006999999999999999,-0.006999999999999999,Crossfield et al. 2016,,,,Crossfield et al. 2016,85.77,2.27,-1.41,Dressing et al. 2017,,,,,,,,Crossfield et al. 2016,1.095979,6.1e-05,-5.9999999999999995e-05,Dressing et al. 2017,0.01462,0.0005099999999999999,-0.0005099999999999999,Crossfield et al. 2016,0.32,0.03,-0.03,Crossfield et al. 2016,0.34700000000000003,0.036000000000000004,-0.036000000000000004,Crossfield et al. 2016,,3691.0,K2,Space,,,0,0.12727272727272726,,5.520178762549282e-05,0.034883720930232565,0.09375,0.1037463976945245,,,0.01462,4.402845670391061,0.0
10,Kepler-138 b,Transit,0.056,0.003,-0.002,Berger et al. 2018,0.00021,0.00019,-0.00012,Jontof-Hutter et al. 2015,88.45,0.17,-0.15,Almenara et al. 2018,,,,,0.53,0.12,-0.12, Rowe et al. 2014,10.31320643,2.654e-05,-2.654e-05,Morton et al. 2016,0.076,0.0033,-0.0033,Almenara et al. 2018,0.54,0.01,-0.01,Berger et al. 2018,0.56,0.023,-0.024,Morton et al. 2016,[Fe/H],3841.0,Kepler,Space,0.0,M1 V,1,0.04464285714285715,0.7380952380952379,2.5733994737851863e-06,0.04342105263157895,0.018518518518518517,0.04196428571428571,0.0004,9.000000000000002e-05,0.076,13.563004345127247,1.0
11,Kepler-1371 c,Transit,0.057,0.006,-0.004,Morton et al. 2016,,,,Morton et al. 2016,,,,Morton et al. 2016,,,,,,,,Morton et al. 2016,2.00541269,1.065e-05,-1.065e-05,Morton et al. 2016,,,,Morton et al. 2016,0.96,0.04,-0.04,Berger et al. 2018,0.87,0.044000000000000004,-0.052000000000000005,Morton et al. 2016,[Fe/H],5361.0,Kepler,Space,,,0,0.08771929824561403,,5.310627609522109e-06,,0.04166666666666667,0.05517241379310345,,,0.02971050078406356,2.982461234433755,0.0
12,Kepler-1351 b,Transit,0.058,0.004,-0.004,Morton et al. 2016,,,,Morton et al. 2016,,,,Morton et al. 2016,,,,,,,,Morton et al. 2016,0.91614181,1.69e-06,-1.69e-06,Gajdo&scaron; et al. 2019,,,,Morton et al. 2016,0.67,0.03,-0.04,Morton et al. 2016,0.7,0.031,-0.043,Morton et al. 2016,[Fe/H],4439.0,Kepler,Space,,,0,0.06896551724137932,,1.8446925809444283e-06,,0.052238805970149266,0.05285714285714286,,,0.016391128854138598,2.357600039472115,0.0
13,Kepler-271 d,Transit,0.059,0.004,-0.004,Morton et al. 2016,,,,Morton et al. 2016,,,,Morton et al. 2016,,,,,,,,Morton et al. 2016,5.249691400000001,3.974e-05,-3.974e-05,Gajdo&scaron; et al. 2019,,,,Morton et al. 2016,0.86,0.04,-0.04,Berger et al. 2018,0.9,0.040999999999999995,-0.045,Morton et al. 2016,[Fe/H],5555.0,Kepler,Space,,,0,0.06779661016949153,,7.5699687794981645e-06,,0.04651162790697674,0.047777777777777766,,,0.05707392428889783,6.395512498268725,0.0
14,Kepler-42 d,Transit,0.06,0.004,-0.003,Mann et al. 2017,,,,Muirhead et al. 2012,,,,Muirhead et al. 2012,,,,,0.6809999999999999,0.085,-0.085, Muirhead et al. 2012 ,1.86511236,7.5e-07,-7.1e-07,Mann et al. 2017,0.01535,0.00073,-0.00073,Muirhead et al. 2012,0.17,0.01,-0.01,Mann et al. 2017,0.14400000000000002,0.006999999999999999,-0.006,Mann et al. 2017,[M/H],3068.0,Kepler,Space,,M,0,0.05833333333333333,,3.913973311506016e-07,0.04755700325732898,0.05882352941176471,0.045138888888888895,,,0.01535,8.701528097272428,0.0
15,Kepler-1629 b,Transit,0.06,0.005,-0.004,Berger et al. 2018,,,,Morton et al. 2016,,,,Morton et al. 2016,,,,,,,,Morton et al. 2016,3.87594219,2.188e-05,-2.188e-05,Gajdo&scaron; et al. 2019,,,,Morton et al. 2016,0.88,0.04,-0.04,Berger et al. 2018,1.01,0.047,-0.052000000000000005,Morton et al. 2016,[Fe/H],5776.0,Kepler,Space,,,0,0.07500000000000001,,5.64507903560863e-06,,0.045454545454545456,0.04900990099009901,,,0.04844991660963075,5.305745692712865,0.0
16,Kepler-1087 b,Transit,0.06,0.004,-0.003,Berger et al. 2018,,,,Morton et al. 2016,,,,Morton et al. 2016,,,,,,,,Morton et al. 2016,0.69384424,1.42e-06,-1.42e-06,Gajdo&scaron; et al. 2019,,,,Morton et al. 2016,0.97,0.04,-0.04,Berger et al. 2018,0.96,0.07200000000000001,-0.057999999999999996,Morton et al. 2016,[Fe/H],5589.0,Kepler,Space,,,0,0.05833333333333333,,2.0465688379858857e-06,,0.041237113402061855,0.06770833333333334,,,0.015130947274655922,1.5032473678961853,0.0
17,Kepler-783 b,Transit,0.06,0.004,-0.005,Berger et al. 2018,,,,Morton et al. 2016,,,,Morton et al. 2016,,,,,,,,Morton et al. 2016,4.29264558,3.128e-05,-3.128e-05,Gajdo&scaron; et al. 2019,,,,Morton et al. 2016,0.89,0.04,-0.03,Morton et al. 2016,0.93,0.031,-0.036000000000000004,Morton et al. 2016,[Fe/H],5521.0,Kepler,Space,,,0,0.07500000000000001,,7.286881578515968e-06,,0.03932584269662922,0.03602150537634408,,,0.05045591116379634,5.463338569929613,0.0
18,Kepler-1583 b,Transit,0.062,0.004,-0.004,Berger et al. 2018,,,,Morton et al. 2016,,,,Morton et al. 2016,,,,,,,,Morton et al. 2016,9.32807355,8.851e-05,-8.851e-05,Morton et al. 2016,,,,Morton et al. 2016,1.06,0.04,-0.04,Berger et al. 2018,0.94,0.046,-0.055999999999999994,Morton et al. 2016,[Fe/H],5645.0,Kepler,Space,,,0,0.06451612903225806,,9.488561547630594e-06,,0.03773584905660377,0.05425531914893618,,,0.08495161529307936,7.723281141591752,0.0
19,EPIC 201497682 b,Transit,0.062,0.005,-0.004,Heller et al. 2019,,,,Heller et al. 2019,,,,Heller et al. 2019,,,,,0.21,0.23,-0.15,Heller et al. 2019,2.13174,0.00022,-0.00022,Heller et al. 2019,,,,Heller et al. 2019,0.55353063,0.02304292,-0.01626825,Gaia DR2,0.78,0.085,-0.17,Heller et al. 2019,,,K2,Space,,,0,0.07258064516129033,,0.00010320207905279254,,0.03550948029741372,0.16346153846153846,,,0.029839307446889608,5.194971265902995,0.0
20,Kepler-1395 b,Transit,0.062,0.004,-0.005,Berger et al. 2018,,,,Morton et al. 2016,,,,Morton et al. 2016,,,,,,,,Morton et al. 2016,3.78470649,2.72e-05,-2.72e-05,Morton et al. 2016,,,,Morton et al. 2016,1.21,0.05,-0.05,Berger et al. 2018,1.17,0.039,-0.033,Morton et al. 2016,[Fe/H],6138.0,Kepler,Space,,,0,0.07258064516129033,,7.186818864783356e-06,,0.04132231404958678,0.030769230769230774,,,0.05008232389277274,3.988734877650537,0.0
21,Kepler-378 c,Transit,0.062,0.004,-0.004, Rowe et al. 2014,,,,Rowe et al. 2014,,,,Rowe et al. 2014,,,,,0.35,0.22,-0.22, Rowe et al. 2014,28.90625629,0.00015893,-0.00015893,Gajdo&scaron; et al. 2019,0.166,,,Rowe et al. 2014,0.72,0.01,-0.02,Morton et al. 2016,0.78,0.024,-0.028999999999999998,Morton et al. 2016,,4661.0,Kepler,Space,,,0,0.06451612903225806,,5.4981177225285024e-06,,0.02083333333333333,0.03397435897435898,,,0.166,22.2183426443203,0.0
22,Kepler-1558 b,Transit,0.062,0.004,-0.004,Berger et al. 2018,,,,Morton et al. 2016,,,,Morton et al. 2016,,,,,,,,Morton et al. 2016,3.50470358,1.612e-05,-1.612e-05,Morton et al. 2016,,,,Morton et al. 2016,0.74,0.03,-0.03,Berger et al. 2018,0.83,0.035,-0.044000000000000004,Morton et al. 2016,[Fe/H],5101.0,Kepler,Space,,,0,0.06451612903225806,,4.5995330652185995e-06,,0.040540540540540536,0.04759036144578314,,,0.04243536489569824,5.5262724177170055,0.0
23,Kepler-1349 b,Transit,0.062,0.004,-0.003,Berger et al. 2018,,,,Morton et al. 2016,,,,Morton et al. 2016,,,,,,,,Morton et al. 2016,2.12822474,9.66e-06,-9.66e-06,Gajdo&scaron; et al. 2019,,,,Morton et al. 2016,1.38,0.06,-0.06,Berger et al. 2018,1.16,0.41,-0.08199999999999999,Morton et al. 2016,[Fe/H],6086.0,Kepler,Space,,,0,0.05645161290322581,,4.538994316925383e-06,,0.043478260869565216,0.2120689655172414,,,0.034022433201659416,2.375868240339345,0.0
24,K2-116 b,Transit,0.062,0.004,-0.004,Dressing et al. 2017,,,,Dressing et al. 2017,89.09,0.62,-0.71,Dressing et al. 2017,,,,,,,,Dressing et al. 2017,4.655411,0.00048600000000000005,-0.00047300000000000006,Dressing et al. 2017,0.048,0.002,-0.002,Dressing et al. 2017,0.69,0.02,-0.02,Mayo et al. 2018,0.7268,0.0196,-0.0214,Mayo et al. 2018,,4348.35,K2,Space,,,0,0.06451612903225806,,0.00010299842484369263,0.04166666666666666,0.028985507246376812,0.028205833791964775,,,0.048,6.70391061452514,0.0
25,Kepler-141 b,Transit,0.062,0.003,-0.004,Morton et al. 2016,,,,Rowe et al. 2014,,,,Rowe et al. 2014,,,,,0.54,0.25,-0.25, Rowe et al. 2014,3.10763919,1.049e-05,-1.049e-05,Gajdo&scaron; et al. 2019,0.039,,,Rowe et al. 2014,0.79,0.02,-0.02,Morton et al. 2016,0.84,0.03,-0.032,Morton et al. 2016,,4910.0,Kepler,Space,,,0,0.05645161290322581,,3.3755527455553812e-06,,0.02531645569620253,0.03690476190476191,,,0.039,4.75744289654197,0.0
26,K2-266 c,Transit,0.063,0.009000000000000001,-0.008,Rodriguez et al. 2018,0.00091,0.00054,-0.00054,Rodriguez et al. 2018,88.28,0.81,-0.41,Rodriguez et al. 2018,,,,,0.6,0.14,-0.28,Rodriguez et al. 2018,7.814,0.0019,-0.0016,Rodriguez et al. 2018,0.0679,0.0011,-0.0011,Rodriguez et al. 2018,0.7,0.02,-0.02,Rodriguez et al. 2018,0.6859999999999999,0.033,-0.033,Rodriguez et al. 2018,[Fe/H],4285.0,K2,Space,0.0,,0,0.13492063492063494,0.5934065934065934,0.00022395700025595088,0.016200294550810016,0.028571428571428574,0.04810495626822157,0.00145,0.00037,0.0679,9.347765363128492,1.0
27,Kepler-37 c,Transit,0.063,0.001,-0.001,Van Eylen & Albrecht 2015,0.03776,,, Marcy et al. 2014 ,89.07,0.19,-0.33, Barclay et al. 2013 ,,,,,0.43,0.02,-0.02, Marcy et al. 2014 ,21.30191004,2.45e-06,-2.45e-06,Holczer et al. 2016,0.1368,0.0011,-0.0014, Barclay et al. 2013 ,0.78,0.03,-0.02,Morton et al. 2016,0.83,0.026000000000000002,-0.027999999999999997,Morton et al. 2016,[Fe/H],5417.0,Kepler,Space,1.0,,0,0.015873015873015872,,1.1501316057571707e-07,0.009137426900584795,0.03205128205128205,0.032530120481927716,,,0.1368,16.90159003008165,0.0
28,Kepler-1339 b,Transit,0.063,0.005,-0.004,Morton et al. 2016,,,,Morton et al. 2016,,,,Morton et al. 2016,,,,,,,,Morton et al. 2016,1.34155513,3.7000000000000006e-06,-3.7000000000000006e-06,Morton et al. 2016,,,,Morton et al. 2016,0.93,0.06,-0.05,Morton et al. 2016,0.94,0.034,-0.036000000000000004,Morton et al. 2016,[Fe/H],5586.0,Kepler,Space,,,0,0.07142857142857144,,2.757993255185868e-06,,0.05913978494623656,0.037234042553191495,,,0.023319327196915762,2.416401718909094,0.0
29,Kepler-1371 b,Transit,0.065,0.006999999999999999,-0.004,Morton et al. 2016,,,,Morton et al. 2016,,,,Morton et al. 2016,,,,,,,,Morton et al. 2016,3.44616644,1.892e-05,-1.892e-05,Gajdo&scaron; et al. 2019,,,,Morton et al. 2016,0.96,0.04,-0.04,Berger et al. 2018,0.87,0.044000000000000004,-0.052000000000000005,Morton et al. 2016,[Fe/H],5361.0,Kepler,Space,,,0,0.0846153846153846,,5.490158507840382e-06,,0.04166666666666667,0.05517241379310345,,,0.042625056282635715,4.278876983679388,0.0
30,Kepler-1067 b,Transit,0.065,0.008,-0.004,Berger et al. 2018,,,,Morton et al. 2016,,,,Morton et al. 2016,,,,,,,,Morton et al. 2016,0.76212989,1.34e-06,-1.34e-06,Gajdo&scaron; et al. 2019,,,,Morton et al. 2016,0.91,0.04,-0.04,Berger et al. 2018,0.95,0.040999999999999995,-0.045,Morton et al. 2016,[Fe/H],5592.0,Kepler,Space,,,0,0.09230769230769233,,1.758230476959774e-06,,0.04395604395604395,0.04526315789473684,,,0.016051966579442724,1.6998982349768983,0.0
31,Kepler-124 b,Transit,0.065,0.004,-0.004, Rowe et al. 2014,,,,Rowe et al. 2014,,,,Rowe et al. 2014,,,,,0.14,0.23,-0.23, Rowe et al. 2014,3.41045424,1.309e-05,-1.309e-05,Morton et al. 2016,0.039,,,Rowe et al. 2014,0.67,0.02,-0.02,Morton et al. 2016,0.73,0.032,-0.024,Morton et al. 2016,,4984.0,Kepler,Space,,,0,0.061538461538461535,,3.83819839787676e-06,,0.02985074626865672,0.03835616438356165,,,0.039,5.609522221295755,0.0
32,Kepler-42 c,Transit,0.065,0.003,-0.003,Mann et al. 2017,,,,Muirhead et al. 2012,,,,Muirhead et al. 2012,,,,,0.52,0.068,-0.068, Muirhead et al. 2012 ,0.45328731,5e-08,-5e-08,Mann et al. 2017,0.00598,0.00028,-0.00028,Muirhead et al. 2012,0.17,0.01,-0.01,Mann et al. 2017,0.14400000000000002,0.006999999999999999,-0.006,Mann et al. 2017,[M/H],3068.0,Kepler,Space,,M,0,0.04615384615384616,,1.1030531606984539e-07,0.04682274247491639,0.05882352941176471,0.045138888888888895,,,0.00598,3.389911271771279,0.0
33,Kepler-1566 b,Transit,0.065,0.004,-0.005,Berger et al. 2018,,,,Morton et al. 2016,,,,Morton et al. 2016,,,,,,,,Morton et al. 2016,0.53991568,9.000000000000001e-07,-9.000000000000001e-07,Gajdo&scaron; et al. 2019,,,,Morton et al. 2016,0.75,0.03,-0.03,Berger et al. 2018,0.84,0.044000000000000004,-0.046,Morton et al. 2016,[Fe/H],5254.0,Kepler,Space,,,0,0.06923076923076922,,1.666926954223667e-06,,0.04,0.05357142857142857,,,0.012243664978648375,1.5732083492118025,0.0
34,Kepler-444 f,Transit,0.066,0.004,-0.004,Campante et al. 2015,,,,Campante et al. 2015,87.96,0.36,-0.31,Campante et al. 2015,,,,,0.79,0.07,-0.13,Campante et al. 2015,9.74048028,1.62e-06,-1.62e-06,Holczer et al. 2016,0.0811,0.0015,-0.0015,Campante et al. 2015,0.75,0.01,-0.01,Campante et al. 2015,0.758,0.043,-0.043,Campante et al. 2015,[Fe/H],5046.0,Kepler,Space,,K,0,0.060606060606060615,,1.663162342545187e-07,0.01849568434032059,0.013333333333333334,0.05672823218997361,,,0.0811,10.420670391061455,0.0
35,Kepler-125 c,Transit,0.066,0.004,-0.004, Rowe et al. 2014,,,,Rowe et al. 2014,,,,Rowe et al. 2014,,,,,0.12,0.23,-0.23, Rowe et al. 2014,5.77435869,2.825e-05,-2.825e-05,Gajdo&scaron; et al. 2019,0.051,,,Rowe et al. 2014,0.54,0.01,-0.01,Berger et al. 2018,0.53,0.026000000000000002,-0.025,Morton et al. 2016,,3810.0,Kepler,Space,,M1 V,0,0.060606060606060615,,4.892318180532009e-06,,0.018518518518518517,0.04811320754716982,,,0.051,9.101489757914337,0.0
36,Kepler-1563 b,Transit,0.067,0.011,-0.006999999999999999,Morton et al. 2016,,,,Morton et al. 2016,,,,Morton et al. 2016,,,,,,,,Morton et al. 2016,3.43275373,2.416e-05,-2.416e-05,Gajdo&scaron; et al. 2019,,,,Morton et al. 2016,0.99,0.15,-0.08,Morton et al. 2016,1.0,0.053,-0.052000000000000005,Morton et al. 2016,[Fe/H],5765.0,Kepler,Space,,,0,0.13432835820895522,,7.0380813481775755e-06,,0.11616161616161615,0.0525,,,0.044534455540992494,4.3350790479212264,0.0
37,Kepler-1361 b,Transit,0.067,0.003,-0.005,Berger et al. 2018,,,,Morton et al. 2016,,,,Morton et al. 2016,,,,,,,,Morton et al. 2016,3.57555025,2.088e-05,-2.088e-05,Gajdo&scaron; et al. 2019,,,,Morton et al. 2016,0.77,0.03,-0.03,Berger et al. 2018,0.83,0.036000000000000004,-0.04,Morton et al. 2016,[Fe/H],5131.0,Kepler,Space,,,0,0.059701492537313425,,5.8396606228649696e-06,,0.03896103896103896,0.045783132530120486,,,0.043005335169652104,5.382297262399324,0.0
38,Kepler-42 b,Transit,0.068,0.003,-0.003,Mann et al. 2017,,,,Muirhead et al. 2012,,,,Muirhead et al. 2012,,,,,0.711,0.049,-0.049, Muirhead et al. 2012 ,1.2137706,2.3e-07,-2.5e-07,Mann et al. 2017,0.01153,0.00055,-0.00055,Muirhead et al. 2012,0.17,0.01,-0.01,Mann et al. 2017,0.14400000000000002,0.006999999999999999,-0.006,Mann et al. 2017,[M/H],3068.0,Kepler,Space,,M,0,0.044117647058823525,,1.9773093861393573e-07,0.047701647875108416,0.05882352941176471,0.045138888888888895,,,0.01153,6.536066381860007,0.0
39,Kepler-314 b,Transit,0.068,0.004,-0.004,Morton et al. 2016,,,,Rowe et al. 2014,,,,Rowe et al. 2014,,,,,0.21,0.21,-0.21, Rowe et al. 2014,2.46104053,6.72e-06,-6.72e-06,Gajdo&scaron; et al. 2019,0.035,,,Rowe et al. 2014,0.87,0.03,-0.02,Morton et al. 2016,0.95,0.027999999999999997,-0.028999999999999998,Morton et al. 2016,,5378.0,Kepler,Space,,,0,0.05882352941176471,,2.7305523489286053e-06,,0.02873563218390805,0.03,,,0.035,3.8769023309574266,0.0
40,Kepler-431 c,Transit,0.068,0.015,-0.012,Morton et al. 2016,,,,Everett et al. 2015,,,,Everett et al. 2015,,,,,,,,Everett et al. 2015,8.70337044,9.645e-05,-9.645e-05,Morton et al. 2016,0.0847,,,Everett et al. 2015,1.62,0.07,-0.07,Berger et al. 2018,1.071,0.059000000000000004,-0.037000000000000005,Everett et al. 2015,[Fe/H],6004.0,Kepler,Space,,,0,0.19852941176470587,,1.1081913686762481e-05,,0.04320987654320988,0.04481792717086835,,,0.0847,5.038537140492447,0.0
41,Kepler-1588 b,Transit,0.068,0.01,-0.006,Morton et al. 2016,,,,Morton et al. 2016,,,,Morton et al. 2016,,,,,,,,Morton et al. 2016,7.84931246,7.577e-05,-7.577e-05,Gajdo&scaron; et al. 2019,,,,Morton et al. 2016,1.44,0.07,-0.06,Berger et al. 2018,0.96,0.045,-0.054000000000000006,Morton et al. 2016,[Fe/H],5817.0,Kepler,Space,,,0,0.1176470588235294,,9.653074761149208e-06,,0.045138888888888895,0.0515625,,,0.07625105754544075,5.102928082940926,0.0
42,Kepler-1402 b,Transit,0.068,0.006999999999999999,-0.006,Morton et al. 2016,,,,Morton et al. 2016,,,,Morton et al. 2016,,,,,,,,Morton et al. 2016,2.03387914,1.415e-05,-1.415e-05,Morton et al. 2016,,,,Morton et al. 2016,0.87,0.08,-0.05,Morton et al. 2016,0.9,0.04,-0.043,Morton et al. 2016,[Fe/H],5416.0,Kepler,Space,,,0,0.09558823529411764,,6.957148889387794e-06,,0.07471264367816093,0.0461111111111111,,,0.030331832328933033,3.359815755950008,0.0
43,Kepler-1222 b,Transit,0.068,0.004,-0.005,Berger et al. 2018,,,,Morton et al. 2016,,,,Morton et al. 2016,,,,,,,,Morton et al. 2016,1.91694425,6.11e-06,-6.11e-06,Morton et al. 2016,,,,Morton et al. 2016,0.75,0.03,-0.03,Berger et al. 2018,0.84,0.042,-0.046,Morton et al. 2016,[Fe/H],5239.0,Kepler,Space,,,0,0.0661764705882353,,3.1873644734321307e-06,,0.04,0.05238095238095238,,,0.028494899688535743,3.661355825901241,0.0
44,Kepler-653 c,Transit,0.069,0.004,-0.005,Berger et al. 2018,,,,Morton et al. 2016,,,,Morton et al. 2016,,,,,,,,Morton et al. 2016,0.90037702,2.25e-06,-2.25e-06,Gajdo&scaron; et al. 2019,,,,Morton et al. 2016,1.21,0.05,-0.05,Berger et al. 2018,1.02,0.048,-0.038,Morton et al. 2016,[Fe/H],5665.0,Kepler,Space,,,0,0.06521739130434782,,2.498953160754814e-06,,0.04132231404958678,0.042156862745098035,,,0.01836893767912537,1.4629677037947855,0.0
45,Kepler-1507 b,Transit,0.069,0.005,-0.004,Berger et al. 2018,,,,Morton et al. 2016,,,,Morton et al. 2016,,,,,,,,Morton et al. 2016,16.05050834,1.403e-05,-1.403e-05,Holczer et al. 2016,,,,Morton et al. 2016,0.81,0.03,-0.03,Berger et al. 2018,0.89,0.040999999999999995,-0.046,Morton et al. 2016,[Fe/H],5410.0,Kepler,Space,,,0,0.06521739130434782,,8.741156169512323e-07,,0.037037037037037035,0.04887640449438202,,,0.11978163734316057,14.250867260980202,0.0
46,Kepler-431 b,Transit,0.069,0.014,-0.012,Morton et al. 2016,,,,Everett et al. 2015,,,,Everett et al. 2015,,,,,,,,Everett et al. 2015,6.80252171,7.931e-05,-7.931e-05,Morton et al. 2016,0.0719,,,Everett et al. 2015,1.62,0.07,-0.07,Berger et al. 2018,1.071,0.059000000000000004,-0.037000000000000005,Everett et al. 2015,[Fe/H],6004.0,Kepler,Space,,,0,0.18840579710144925,,1.1658911706729415e-05,,0.04320987654320988,0.04481792717086835,,,0.0719,4.277105317608111,0.0
