,pl_name,pl_discmethod,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjref,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjref,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbinclref,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenref,pl_imppar,pl_impparerr1,pl_impparerr2,pl_impparref,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperref,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxref,st_rad,st_raderr1,st_raderr2,st_radref,st_mass,st_masserr1,st_masserr2,st_massref,st_metratio,st_teff,pl_facility,pl_locale,pl_bmassjlim,st_spstr,pl_ttvflag,er,em,ep,ea,ers,ems,mmax,mmin,orbsmax,Pet,reli
1371,Kepler-865 b,Transit,0.193,0.015,-0.013,Berger et al. 2018,,,,Morton et al. 2016,,,,Morton et al. 2016,,,,,,,,Morton et al. 2016,14.16399178,1.45e-06,-1.45e-06,Holczer et al. 2016,,,,Morton et al. 2016,0.81,0.06,-0.06,Berger et al. 2018,0.93,0.092,-0.065,Morton et al. 2016,[Fe/H],5570.0,Kepler,Space,,,0,0.07253886010362694,,1.0237227065095064e-07,,0.07407407407407407,0.08440860215053764,,,0.11182849382420636,13.304652172339882,0.0
1372,Kepler-246 b,Transit,0.193,0.03,-0.012,Berger et al. 2018,,,,Rowe et al. 2014,,,,Rowe et al. 2014,,,,,0.58,0.23,-0.23, Rowe et al. 2014,4.60181733,1.28e-06,-1.28e-06,Holczer et al. 2016,0.052000000000000005,,,Rowe et al. 2014,0.77,0.04,-0.03,Berger et al. 2018,0.9,0.065,-0.057999999999999996,Morton et al. 2016,,5206.0,Kepler,Space,,,0,0.1088082901554404,,2.781509799738183e-07,,0.045454545454545456,0.06833333333333333,,,0.052000000000000005,6.508017122542262,0.0
1373,EPIC 212424622 b,Transit,0.194,0.06,-0.037000000000000005,Heller et al. 2019,,,,Heller et al. 2019,,,,Heller et al. 2019,,,,,0.74,0.08,-0.07,Heller et al. 2019,18.0983,0.006,-0.0058,Heller et al. 2019,,,,Heller et al. 2019,1.2247084,0.046925,-0.0049271,Gaia DR2,1.1059999999999999,0.145,-0.12,Heller et al. 2019,,,K2,Space,,,0,0.2500000000000001,,0.0003259974693755767,,0.02116916157348149,0.1198010849909584,,,0.13951190842739822,10.977783245413342,0.0
1374,K2-243 b,Transit,0.194,0.012,-0.011,Livingston et al. 2018,,,,Livingston et al. 2018,,,,Livingston et al. 2018,,,,,0.39,0.31,-0.27,Livingston et al. 2018,11.54182,0.0027199999999999998,-0.00221,Livingston et al. 2018,0.1087,0.0014,-0.0014,Livingston et al. 2018,1.39,0.03,-0.03,Livingston et al. 2018,1.29,0.04,-0.06,Livingston et al. 2018,[Fe/H],6570.0,K2,Space,,,0,0.05927835051546392,,0.00021357116988481888,0.012879484820607174,0.02158273381294964,0.03875968992248062,,,0.1087,7.536172179574777,0.0
1375,Kepler-267 d,Transit,0.194,0.009000000000000001,-0.006999999999999999,Berger et al. 2018,,,,Rowe et al. 2014,,,,Rowe et al. 2014,,,,,0.48,0.24,-0.24, Rowe et al. 2014,28.46459193,3.3e-06,-3.3e-06,Holczer et al. 2016,0.154,,,Rowe et al. 2014,0.54,0.01,-0.01,Berger et al. 2018,0.56,0.032,-0.032,Morton et al. 2016,,4258.0,Kepler,Space,,M1 V,1,0.04123711340206186,,1.1593350813232615e-07,,0.018518518518518517,0.057142857142857134,,,0.154,27.48292985723153,0.0
1376,Kepler-662 b,Transit,0.194,0.01,-0.011,Morton et al. 2016,,,,Morton et al. 2016,,,,Morton et al. 2016,,,,,,,,Morton et al. 2016,21.67682054,3.52e-06,-3.52e-06,Holczer et al. 2016,,,,Morton et al. 2016,0.74,0.03,-0.04,Morton et al. 2016,0.79,0.035,-0.044000000000000004,Morton et al. 2016,[Fe/H],4897.0,Kepler,Space,,,0,0.0541237113402062,,1.623854380998626e-07,,0.0472972972972973,0.05,,,0.14065023665487744,18.316598084679416,0.0
1377,K2-125 b,Transit,0.194,0.017,-0.016,Dressing et al. 2017,,,,Dressing et al. 2017,89.72,0.19,-0.21,Dressing et al. 2017,,,,,,,,Dressing et al. 2017,21.750264,0.00199,-0.001957,Dressing et al. 2017,0.121,0.004,-0.005,Dressing et al. 2017,0.4,0.03,-0.03,Dressing et al. 2017,0.4947,0.0508,-0.0574,Dressing et al. 2017,,3654.47,K2,Space,,,0,0.0850515463917526,,9.073453085443008e-05,0.037190082644628114,0.075,0.109359207600566,,,0.121,29.15153631284916,0.0
1378,Kepler-977 b,Transit,0.194,0.016,-0.013,Berger et al. 2018,,,,Morton et al. 2016,,,,Morton et al. 2016,,,,,,,,Morton et al. 2016,26.85330872,3.1e-06,-3.1e-06,Holczer et al. 2016,,,,Morton et al. 2016,0.83,0.06,-0.04,Morton et al. 2016,0.87,0.040999999999999995,-0.05,Morton et al. 2016,[Fe/H],5315.0,Kepler,Space,,,0,0.07474226804123713,,1.1544201246571748e-07,,0.060240963855421686,0.05229885057471264,,,0.1675351746580459,19.451987365223747,0.0
1379,Kepler-1444 b,Transit,0.194,0.037000000000000005,-0.017,Morton et al. 2016,,,,Morton et al. 2016,,,,Morton et al. 2016,,,,,,,,Morton et al. 2016,33.42025398,2.97e-06,-2.97e-06,Holczer et al. 2016,,,,Morton et al. 2016,0.99,0.04,-0.04,Berger et al. 2018,1.03,0.040999999999999995,-0.035,Morton et al. 2016,[Fe/H],5810.0,Kepler,Space,,,0,0.1391752577319588,,8.886826538713217e-08,,0.040404040404040414,0.03689320388349515,,,0.20506267622978527,19.96123901000957,0.0
1380,Kepler-790 b,Transit,0.194,0.015,-0.012,Morton et al. 2016,,,,Morton et al. 2016,,,,Morton et al. 2016,,,,,,,,Morton et al. 2016,13.73474659,3.49e-06,-3.49e-06,Holczer et al. 2016,,,,Morton et al. 2016,0.8,0.05,-0.05,Morton et al. 2016,0.84,0.043,-0.048,Morton et al. 2016,[Fe/H],5208.0,Kepler,Space,,,0,0.06958762886597937,,2.5410006490698573e-07,,0.0625,0.05416666666666667,,,0.10590291428262673,12.757159716308038,0.0
1381,Kepler-1653 b,Transit,0.194,0.014,-0.021,Torres et al. 2017,,,,Torres et al. 2017,89.788,0.01,-0.053,Torres et al. 2017,,,,,0.52,0.13,-0.17,Torres et al. 2017,140.2504841,1.467e-05,-1.467e-05,Holczer et al. 2016,0.4706,0.0098,-0.0041,Torres et al. 2017,0.69,0.03,-0.02,Torres et al. 2017,0.7190000000000001,0.035,-0.028999999999999998,Torres et al. 2017,[Fe/H],4807.0,Kepler,Space,,,0,0.09020618556701032,,1.0459856943909117e-07,0.014768380790480238,0.036231884057971016,0.044506258692628656,,,0.4706,65.72625698324023,0.0
1382,Kepler-85 c,Transit,0.194,0.009000000000000001,-0.009000000000000001, Xie 2013 ,0.066,0.02,-0.018000000000000002, Hadden et al. 2014 ,,,,Xie 2013,,,,,,,,Xie 2013,12.51374906,1.15e-05,-1.15e-05,Holczer et al. 2016,,,,Xie 2013,0.88,0.04,-0.04,Morton et al. 2016,0.92,0.034,-0.036000000000000004,Morton et al. 2016,,5436.0,Kepler,Space,0.0,,1,0.0463917525773196,0.28787878787878785,9.189891810088766e-07,,0.045454545454545456,0.03804347826086957,0.08600000000000001,0.048,0.10259399755124943,11.23505877195945,1.0
1383,Kepler-113 c,Transit,0.194,0.005,-0.005, Marcy et al. 2014 ,0.02737,,, Marcy et al. 2014 ,,,,Marcy et al. 2014,,,,,0.56,0.02,-0.02, Marcy et al. 2014 ,8.9250744,7.7e-07,-7.7e-07,Holczer et al. 2016,,,,Marcy et al. 2014,0.73,0.01,-0.02,Morton et al. 2016,0.79,0.021,-0.027999999999999997,Morton et al. 2016,[Fe/H],4725.0,Kepler,Space,1.0,,0,0.025773195876288662,,8.627379061400317e-08,,0.02054794520547945,0.0310126582278481,,,0.07784271518246444,10.276167727079756,0.0
1384,Kepler-499 b,Transit,0.194,0.022,-0.014,Morton et al. 2016,,,,Morton et al. 2016,,,,Morton et al. 2016,,,,,,,,Morton et al. 2016,5.63253172,1.08e-06,-1.08e-06,Holczer et al. 2016,,,,Morton et al. 2016,0.83,0.07,-0.05,Morton et al. 2016,0.87,0.046,-0.051,Morton et al. 2016,[Fe/H],5312.0,Kepler,Space,,,0,0.0927835051546392,,1.917432610570367e-07,,0.07228915662650602,0.05574712643678161,,,0.05914389157480808,6.867013055565992,0.0
1385,Kepler-487 c,Transit,0.194,0.013,-0.01,Berger et al. 2018,,,,Morton et al. 2016,,,,Morton et al. 2016,,,,,,,,Morton et al. 2016,38.65247245,2.214e-05,-2.214e-05,Holczer et al. 2016,,,,Morton et al. 2016,0.88,0.05,-0.04,Morton et al. 2016,0.91,0.036000000000000004,-0.040999999999999995,Morton et al. 2016,[Fe/H],5444.0,Kepler,Space,,,0,0.05927835051546392,,5.727964757918092e-07,,0.05113636363636363,0.0423076923076923,,,0.21680353826614446,23.742134554919957,0.0
1386,Kepler-50 c,Transit,0.194,0.006,-0.006999999999999999, Chaplin et al. 2013 ,,,,Chaplin et al. 2013,,,,Chaplin et al. 2013,,,,,0.94,0.02,-0.06, Chaplin et al. 2013 ,9.37663871,2.65e-06,-2.65e-06,Holczer et al. 2016,0.087,0.013999999999999999,-0.023, Chaplin et al. 2013 ,1.58,0.02,-0.02, Chaplin et al. 2013 ,1.28,0.033,-0.055999999999999994,Morton et al. 2016,[Fe/H],6225.0,Kepler,Space,,,1,0.033505154639175264,,2.826172663743381e-07,0.2126436781609196,0.012658227848101266,0.034765624999999994,,,0.087,5.306378615373736,0.0
1387,Kepler-1227 b,Transit,0.194,0.05,-0.013,Berger et al. 2018,,,,Morton et al. 2016,,,,Morton et al. 2016,,,,,,,,Morton et al. 2016,94.28933423,1.005e-05,-1.005e-05,Holczer et al. 2016,,,,Morton et al. 2016,0.93,0.04,-0.04,Berger et al. 2018,0.97,0.057999999999999996,-0.065,Morton et al. 2016,[Fe/H],5747.0,Kepler,Space,,,0,0.16237113402061856,,1.0658681686610526e-07,,0.04301075268817204,0.0634020618556701,,,0.4013285040669824,41.58657232627768,0.0
1388,Kepler-261 c,Transit,0.194,0.006999999999999999,-0.008,Morton et al. 2016,,,,Rowe et al. 2014,,,,Rowe et al. 2014,,,,,0.19,0.21,-0.21, Rowe et al. 2014,24.57079771,2.16e-06,-2.16e-06,Holczer et al. 2016,0.156,,,Rowe et al. 2014,0.8,0.02,-0.02,Morton et al. 2016,0.85,0.032,-0.034,Morton et al. 2016,,5098.0,Kepler,Space,,,0,0.038659793814432984,,8.790923377798627e-08,,0.025,0.038823529411764715,,,0.156,18.791899441340778,0.0
1389,Kepler-1329 b,Transit,0.194,0.005,-0.014,Morton et al. 2016,,,,Morton et al. 2016,,,,Morton et al. 2016,,,,,,,,Morton et al. 2016,9.33655775,4.32e-06,-4.32e-06,Holczer et al. 2016,,,,Morton et al. 2016,0.69,0.02,-0.02,Morton et al. 2016,0.72,0.02,-0.024,Morton et al. 2016,[Fe/H],4500.0,Kepler,Space,,,0,0.04896907216494846,,4.6269729333597277e-07,,0.028985507246376812,0.030555555555555555,,,0.07777435284584855,10.862339782939742,0.0
1390,Kepler-1630 b,Transit,0.195,0.018000000000000002,-0.009000000000000001,Morton et al. 2016,,,,Morton et al. 2016,,,,Morton et al. 2016,,,,,,,,Morton et al. 2016,509.99740199999997,0.003256,-0.003256,Morton et al. 2016,,,,Morton et al. 2016,0.63,0.05,-0.02,Morton et al. 2016,0.66,0.051,-0.027000000000000003,Morton et al. 2016,[Fe/H],4736.0,Kepler,Space,,,0,0.06923076923076922,,6.3843462481010824e-06,,0.05555555555555556,0.05909090909090909,,,1.0876629533744138,166.37568454117798,0.0
1391,Kepler-265 e,Transit,0.195,0.016,-0.013,Berger et al. 2018,,,,Rowe et al. 2014,,,,Rowe et al. 2014,,,,,0.02,0.22,-0.22, Rowe et al. 2014,67.83266255,1.546e-05,-1.546e-05,Holczer et al. 2016,0.319,,,Rowe et al. 2014,0.97,0.06,-0.06,Berger et al. 2018,0.98,0.053,-0.051,Morton et al. 2016,,5835.0,Kepler,Space,,,0,0.07435897435897436,,2.2791380168225466e-07,,0.061855670103092786,0.053061224489795916,,,0.319,31.692391867764787,0.0
1392,K2-254 c,Transit,0.195,0.021,-0.016,Livingston et al. 2018,,,,Livingston et al. 2018,,,,Livingston et al. 2018,,,,,0.42,0.33,-0.29,Livingston et al. 2018,12.11839,0.00303,-0.00321,Livingston et al. 2018,0.0923,0.001,-0.001,Livingston et al. 2018,0.67,0.01,-0.01,Livingston et al. 2018,0.71,0.02,-0.03,Livingston et al. 2018,[Fe/H],4629.0,K2,Space,,,0,0.09487179487179488,,0.00025745994311125487,0.010834236186348864,0.01492537313432836,0.035211267605633804,,,0.0923,13.275869257066622,0.0
1393,Kepler-230 c,Transit,0.195,0.017,-0.018000000000000002,Morton et al. 2016,,,,Rowe et al. 2014,,,,Rowe et al. 2014,,,,,0.03,0.23,-0.23, Rowe et al. 2014,91.77716205,3.15e-05,-3.15e-05,Holczer et al. 2016,0.38,,,Rowe et al. 2014,0.79,0.04,-0.04,Berger et al. 2018,0.84,0.048,-0.055,Morton et al. 2016,,5588.0,Kepler,Space,,,1,0.08974358974358974,,3.432226416288495e-07,,0.05063291139240506,0.061309523809523814,,,0.38,46.35457181246023,0.0
1394,K2-146 c,Transit,0.195,0.006,-0.006,Hamann et al. 2019,0.02358,0.00031,-0.00031,Hamann et al. 2019,87.54,0.04,-0.04,Hamann et al. 2019,,,,,,,,Hamann et al. 2019,4.004980000000001,0.00011,-0.00011,Hamann et al. 2019,,,,Hamann et al. 2019,0.33,0.01,-0.01,Hamann et al. 2019,0.331,0.009000000000000001,-0.009000000000000001,Hamann et al. 2019,,3385.0,K2,Space,0.0,M3.0 V,1,0.030769230769230767,0.013146734520780322,2.7465805072684508e-05,,0.030303030303030307,0.027190332326283984,0.02389,0.02327,0.03414108203147586,9.970097596799704,1.0
1395,K2-166 b,Transit,0.195,0.018000000000000002,-0.017,Livingston et al. 2018,,,,Livingston et al. 2018,87.429,1.85,-3.897,Mayo et al. 2018,,,,,0.4,0.32,-0.28,Livingston et al. 2018,8.527219,0.0019850000000000002,-0.001996,Mayo et al. 2018,0.0858,0.001,-0.0009,Livingston et al. 2018,1.61,0.04,-0.04,Livingston et al. 2018,1.0727,0.0339,-0.0338,Mayo et al. 2018,,,K2,Space,,,0,0.08974358974358974,,0.00023342897608235463,0.011072261072261072,0.024844720496894408,0.031555887014076626,,,0.0858,5.135674381484437,0.0
1396,K2-12 b,Transit,0.195,0.033,-0.02,Mayo et al. 2018,,,,Montet et al. 2015,87.60799999999998,1.761,-5.369,Mayo et al. 2018,,,,,,,,Montet et al. 2015,8.282455,0.000522,-0.0005139999999999999,Mayo et al. 2018,0.0802,0.0021,-0.0021,Montet et al. 2015,1.01,0.12,-0.09,Mayo et al. 2018,0.9357,0.0321,-0.0328,Mayo et al. 2018,[Fe/H],5800.0,K2,Space,,F9,0,0.13589743589743591,,6.254184296805717e-05,0.026184538653366583,0.10396039603960396,0.03467991877738592,,,0.0802,7.652248465069969,0.0
1397,K2-247 c,Transit,0.195,0.022,-0.021,Livingston et al. 2018,,,,Livingston et al. 2018,,,,Livingston et al. 2018,,,,,0.41,0.33,-0.28,Livingston et al. 2018,6.4942400000000005,0.0026,-0.00251,Livingston et al. 2018,0.0615,0.0008,-0.0008,Livingston et al. 2018,0.69,0.02,-0.01,Livingston et al. 2018,0.74,0.03,-0.03,Livingston et al. 2018,[Fe/H],4667.0,K2,Space,,,0,0.11025641025641028,,0.00039342555864889503,0.013008130081300813,0.021739130434782608,0.040540540540540536,,,0.0615,8.589385474860334,0.0
1398,Kepler-1159 b,Transit,0.195,0.018000000000000002,-0.015,Berger et al. 2018,,,,Morton et al. 2016,,,,Morton et al. 2016,,,,,,,,Morton et al. 2016,22.70817353,5.28e-06,-5.28e-06,Holczer et al. 2016,,,,Morton et al. 2016,1.26,0.1,-0.09,Berger et al. 2018,1.19,0.175,-0.10800000000000001,Morton et al. 2016,[Fe/H],6217.0,Kepler,Space,,,0,0.08461538461538462,,2.3251539772780665e-07,,0.07539682539682539,0.11890756302521008,,,0.1663048208427332,12.719509441948869,0.0
1399,Kepler-1134 b,Transit,0.195,0.018000000000000002,-0.016,Berger et al. 2018,,,,Morton et al. 2016,,,,Morton et al. 2016,,,,,,,,Morton et al. 2016,17.13269367,6.11e-06,-6.11e-06,Holczer et al. 2016,,,,Morton et al. 2016,0.81,0.06,-0.06,Morton et al. 2016,0.84,0.049,-0.052000000000000005,Morton et al. 2016,[Fe/H],5281.0,Kepler,Space,,,0,0.08717948717948719,,3.566281005011397e-07,,0.07407407407407407,0.06011904761904763,,,0.12271884070514479,14.600317278182962,0.0
1400,K2-16 c,Transit,0.195,0.021,-0.021,Crossfield et al. 2016,,,,Sinukoff et al. 2016,87.83,1.68,-1.68,Sinukoff et al. 2016,,,,,0.86,0.07,-0.46,Sinukoff et al. 2016,19.07863,0.0032700000000000003,-0.0032700000000000003,Sinukoff et al. 2016,0.1235,0.0012,-0.0012,Crossfield et al. 2016,0.67,0.02,-0.02,Crossfield et al. 2016,0.69,0.02,-0.02,Crossfield et al. 2016,,,K2,Space,,K3 V,0,0.1076923076923077,,0.00017139595453132643,0.0097165991902834,0.02985074626865672,0.028985507246376812,,,0.1235,17.763487034103225,0.0
1401,Kepler-191 c,Transit,0.195,0.022,-0.022,Morton et al. 2016,,,,Rowe et al. 2014,,,,Rowe et al. 2014,,,,,0.14,0.22,-0.22, Rowe et al. 2014,17.73860094,5.02e-06,-5.02e-06,Holczer et al. 2016,0.128,,,Rowe et al. 2014,0.8,0.05,-0.04,Morton et al. 2016,0.84,0.042,-0.046,Morton et al. 2016,,5282.0,Kepler,Space,,,0,0.11282051282051282,,2.8299864329661165e-07,,0.05625,0.05238095238095238,,,0.128,15.418994413407821,0.0
1402,Kepler-613 b,Transit,0.195,0.016,-0.014,Berger et al. 2018,,,,Morton et al. 2016,,,,Morton et al. 2016,,,,,,,,Morton et al. 2016,15.77987604,3.58e-06,-3.58e-06,Holczer et al. 2016,,,,Morton et al. 2016,0.94,0.07,-0.07,Berger et al. 2018,0.98,0.047,-0.053,Morton et al. 2016,[Fe/H],5723.0,Kepler,Space,,,0,0.07692307692307691,,2.268712371963601e-07,,0.07446808510638299,0.051020408163265314,,,0.12229596607845941,12.537771394588288,0.0
1403,Kepler-1042 b,Transit,0.195,0.01,-0.014,Morton et al. 2016,,,,Morton et al. 2016,,,,Morton et al. 2016,,,,,,,,Morton et al. 2016,10.13206084,3.82e-06,-3.82e-06,Holczer et al. 2016,,,,Morton et al. 2016,0.72,0.03,-0.05,Morton et al. 2016,0.75,0.040999999999999995,-0.049,Morton et al. 2016,[Fe/H],4815.0,Kepler,Space,,,0,0.061538461538461535,,3.770210286261961e-07,,0.05555555555555556,0.06,,,0.08325685390034995,11.143550044855964,0.0
1404,Kepler-240 c,Transit,0.195,0.012,-0.011,Morton et al. 2016,0.322,0.136,-0.124, Hadden et al. 2014 ,,,,Rowe et al. 2014,,,,,0.36,0.21,-0.21, Rowe et al. 2014,7.95353767,3.09e-06,-3.09e-06,Holczer et al. 2016,0.07400000000000001,,,Rowe et al. 2014,0.74,0.03,-0.04,Morton et al. 2016,0.78,0.037000000000000005,-0.043,Morton et al. 2016,,4985.0,Kepler,Space,0.0,,0,0.05897435897435897,0.40372670807453415,3.885063638605989e-07,,0.0472972972972973,0.051282051282051266,0.45799999999999996,0.198,0.07400000000000001,9.63687150837989,1.0
1405,Kepler-158 b,Transit,0.195,0.009000000000000001,-0.032,Berger et al. 2018,,,,Rowe et al. 2014,,,,Rowe et al. 2014,,,,,0.86,0.32,-0.32, Rowe et al. 2014,16.70926046,2.98e-06,-2.98e-06,Holczer et al. 2016,0.111,,,Rowe et al. 2014,0.64,0.03,-0.03,Berger et al. 2018,0.75,0.033,-0.043,Morton et al. 2016,,4623.0,Kepler,Space,,,0,0.10512820512820513,,1.7834421859266416e-07,,0.046875,0.050666666666666665,,,0.111,16.71394902234637,0.0
1406,Kepler-307 c,Transit,0.196,0.006,-0.006,Jontof-Hutter et al. 2016,0.005,0.002,-0.001,Xie 2014,,,,Jontof-Hutter et al. 2016,,,,,,,,Jontof-Hutter et al. 2016,13.08428012,2.54e-06,-2.54e-06,Holczer et al. 2016,,,,Jontof-Hutter et al. 2016,0.81,0.02,-0.02,Jontof-Hutter et al. 2016,0.907,0.034,-0.034,Jontof-Hutter et al. 2016,[Fe/H],5367.0,Kepler,Space,0.0,,1,0.030612244897959183,0.3,1.9412607928788365e-07,,0.02469135802469136,0.037486218302094816,0.006999999999999999,0.004,0.10518892899707112,12.514718430232959,1.0
1407,K2-274 b,Transit,0.196,0.011,-0.011,Livingston et al. 2018,,,,Livingston et al. 2018,,,,Livingston et al. 2018,,,,,0.39,0.31,-0.27,Livingston et al. 2018,14.129714000000002,0.002102,-0.001876,Livingston et al. 2018,0.1064,0.0008,-0.0009,Livingston et al. 2018,0.74,0.01,-0.01,Livingston et al. 2018,0.81,0.02,-0.02,Livingston et al. 2018,[Fe/H],5065.0,K2,Space,,,0,0.05612244897959184,,0.00014076718042559108,0.00798872180451128,0.013513513513513514,0.02469135802469136,,,0.1064,13.856258493130003,0.0
1408,Kepler-792 b,Transit,0.196,0.015,-0.014,Berger et al. 2018,,,,Morton et al. 2016,,,,Morton et al. 2016,,,,,,,,Morton et al. 2016,11.30119217,6.491e-05,-6.491e-05,Morton et al. 2016,,,,Morton et al. 2016,1.33,0.08,-0.08,Berger et al. 2018,1.09,0.09300000000000001,-0.07400000000000001,Morton et al. 2016,[Fe/H],5971.0,Kepler,Space,,,0,0.07397959183673469,,5.743641823232531e-06,,0.06015037593984963,0.07660550458715595,,,0.10142835638997072,7.349263442378271,0.0
1409,Kepler-1378 b,Transit,0.196,0.063,-0.012,Morton et al. 2016,,,,Morton et al. 2016,,,,Morton et al. 2016,,,,,,,,Morton et al. 2016,11.95397791,6.11e-06,-6.11e-06,Holczer et al. 2016,,,,Morton et al. 2016,0.67,0.02,-0.02,Morton et al. 2016,0.7,0.021,-0.019,Morton et al. 2016,[Fe/H],4407.0,Kepler,Space,,,0,0.1913265306122449,,5.111269274547287e-07,,0.02985074626865672,0.028571428571428574,,,0.09084660345607427,13.066821559386986,0.0
1410,Kepler-1391 b,Transit,0.196,0.012,-0.011,Berger et al. 2018,,,,Morton et al. 2016,,,,Morton et al. 2016,,,,,,,,Morton et al. 2016,54.40946555,6.72e-06,-6.72e-06,Holczer et al. 2016,,,,Morton et al. 2016,1.6,0.07,-0.07,Berger et al. 2018,1.03,0.047,-0.040999999999999995,Morton et al. 2016,[Fe/H],5840.0,Kepler,Space,,,0,0.0586734693877551,,1.2350792149988322e-07,,0.04375,0.04271844660194175,,,0.2837895701846582,17.092772645549424,0.0
1411,Kepler-83 c,Transit,0.196,0.01,-0.01,Morton et al. 2016,0.036000000000000004,0.017,-0.013999999999999999, Hadden et al. 2014 ,,,,Xie 2013,,,,,,,,Xie 2013,20.09015098,4.57e-06,-4.57e-06,Holczer et al. 2016,0.11796,0.00459,-0.00459,Muirhead et al. 2012,0.56,0.02,-0.02,Morton et al. 2016,0.58,0.028999999999999998,-0.031,Morton et al. 2016,,4648.0,Kepler,Space,0.0,M0 V,1,0.051020408163265314,0.4305555555555556,2.2747464688291755e-07,0.038911495422177006,0.03571428571428571,0.05172413793103448,0.053,0.022000000000000002,0.11796,20.299381484437347,1.0
1412,Kepler-1348 b,Transit,0.196,0.01,-0.016,Berger et al. 2018,,,,Morton et al. 2016,,,,Morton et al. 2016,,,,,,,,Morton et al. 2016,27.57173142,9.75e-06,-9.75e-06,Holczer et al. 2016,,,,Morton et al. 2016,1.24,0.06,-0.06,Berger et al. 2018,1.04,0.068,-0.068,Morton et al. 2016,[Fe/H],5911.0,Kepler,Space,,,0,0.0663265306122449,,3.5362305875820115e-07,,0.04838709677419355,0.06538461538461539,,,0.18096233358277408,14.06379642414333,0.0
1413,Kepler-23 d,Transit,0.196,0.006,-0.006, Hadden et al. 2014 ,0.055,0.043,-0.037000000000000005, Hadden et al. 2014 ,,,,Rowe et al. 2014,,,,,0.25,0.21,-0.21, Rowe et al. 2014,15.27458613,5.0999999999999995e-06,-5.0999999999999995e-06,Holczer et al. 2016,0.124,,,Rowe et al. 2014,1.57,0.05,-0.04,Morton et al. 2016,1.1,0.038,-0.03,Morton et al. 2016,,5828.0,Kepler,Space,0.0,,1,0.030612244897959183,0.7272727272727272,3.3388793363005513e-07,,0.0286624203821656,0.030909090909090914,0.098,0.018000000000000002,0.124,7.6112870512044974,1.0
1414,Kepler-195 b,Transit,0.196,0.01,-0.009000000000000001,Berger et al. 2018,,,,Rowe et al. 2014,,,,Rowe et al. 2014,,,,,0.05,0.2,-0.2, Rowe et al. 2014,8.30783995,1.98e-06,-1.98e-06,Holczer et al. 2016,0.077,,,Rowe et al. 2014,0.81,0.04,-0.04,Berger et al. 2018,0.83,0.042,-0.054000000000000006,Morton et al. 2016,,5329.0,Kepler,Space,,,1,0.04846938775510205,,2.3832909780598263e-07,,0.04938271604938271,0.05783132530120483,,,0.077,9.160976619077179,0.0
1415,K2-325 b,Transit,0.196,0.012,-0.013,Castro Gonz&aacute;lez et al. 2020,,,,Castro Gonz&aacute;lez et al. 2020,89.37,0.4,-0.68,Castro Gonz&aacute;lez et al. 2020,,,,,0.34,0.26,-0.22,Castro Gonz&aacute;lez et al. 2020,6.93,0.004,-0.003,Castro Gonz&aacute;lez et al. 2020,0.0419,0.0046,-0.0058,Castro Gonz&aacute;lez et al. 2020,0.3,0.01,-0.01,Castro Gonz&aacute;lez et al. 2020,0.27399999999999997,0.008,-0.008,Castro Gonz&aacute;lez et al. 2020,,3287.0,K2,Space,,,0,0.06377551020408162,,0.0005050505050505049,0.12410501193317422,0.03333333333333333,0.0291970802919708,,,0.0419,13.45949720670391,0.0
1416,Kepler-862 b,Transit,0.197,0.039,-0.015,Morton et al. 2016,,,,Morton et al. 2016,,,,Morton et al. 2016,,,,,,,,Morton et al. 2016,3.14866567,2.94e-06,-2.94e-06,Holczer et al. 2016,,,,Morton et al. 2016,0.84,0.07,-0.05,Morton et al. 2016,0.88,0.043,-0.046,Morton et al. 2016,[Fe/H],5333.0,Kepler,Space,,,0,0.1370558375634518,,9.337288579133268e-07,,0.07142857142857144,0.05056818181818182,,,0.04028836460795279,4.622068964400012,0.0
1417,Kepler-171 d,Transit,0.197,0.012,-0.012,Berger et al. 2018,,,,Rowe et al. 2014,,,,Rowe et al. 2014,,,,,0.58,0.24,-0.24, Rowe et al. 2014,39.5968655,3.245e-05,-3.245e-05,Gajdo&scaron; et al. 2019,0.223,,,Rowe et al. 2014,0.94,0.05,-0.04,Berger et al. 2018,1.07,0.092,-0.084,Morton et al. 2016,,5642.0,Kepler,Space,,,1,0.06091370558375635,,8.195093119176315e-07,,0.04787234042553192,0.0822429906542056,,,0.223,22.86193985498633,0.0
1418,Kepler-632 b,Transit,0.197,0.029,-0.006999999999999999,Morton et al. 2016,,,,Morton et al. 2016,,,,Morton et al. 2016,,,,,,,,Morton et al. 2016,30.99661255,1.81e-06,-1.81e-06,Holczer et al. 2016,,,,Morton et al. 2016,0.84,0.02,-0.02,Morton et al. 2016,0.91,0.032,-0.03,Morton et al. 2016,[Fe/H],5322.0,Kepler,Space,,,0,0.09137055837563453,,5.8393477580181585e-08,,0.023809523809523808,0.03406593406593406,,,0.18713614092618122,21.469130293805712,0.0
